,Unnamed: 0.1,Unnamed: 0,count,hate_speech,offensive_language,neither,label,sentence1,H_yb,H_yx,correct_yx,predicted_label,PVI
2185,2185,2230,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2186,2186,2231,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2187,2187,2232,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2188,2188,2233,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2189,2189,2234,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2190,2190,2235,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2191,2191,2236,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2192,2192,2237,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2193,2193,2238,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2194,2194,2239,3,1,2,0,1,fucking retard,0.3735175939521451,0.2236780196738503,True,1,0.14983957427829483
2195,2195,2240,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2196,2196,2241,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2197,2197,2242,9,0,8,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2198,2198,2243,4,0,4,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2199,2199,2244,3,0,2,1,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2200,2200,2245,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2201,2201,2246,3,0,2,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2202,2202,2247,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2203,2203,2248,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2204,2204,2249,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2205,2205,2250,3,1,0,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2206,2206,2251,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2207,2207,2252,3,0,2,1,1,nigga,0.3735175939521451,0.134743419191774,True,1,0.23877417476037113
2208,2208,2253,4,0,0,4,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2209,2209,2254,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2210,2210,2255,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2211,2211,2256,3,1,2,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2212,2212,2257,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2213,2213,2258,3,0,3,0,1,hoe hoe hoe motherfucker,0.3735175939521451,0.1572095440583879,True,1,0.2163080498937572
2214,2214,2259,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2215,2215,2260,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2216,2216,2261,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2217,2217,2262,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2218,2218,2263,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2219,2219,2264,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2220,2220,2265,3,0,3,0,1,nigga,0.3735175939521451,0.134743419191774,True,1,0.23877417476037113
2221,2221,2266,3,1,2,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2222,2222,2267,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2223,2223,2268,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2224,2224,2269,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2225,2225,2270,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2226,2226,2271,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2227,2227,2272,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2228,2228,2273,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2229,2229,2274,3,2,1,0,0, ,4.103354124363732,4.6812630270047,False,2,-0.5779089026409681
2230,2230,2275,3,1,2,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2231,2231,2276,3,2,1,0,0,hoes,4.103354124363732,7.45187552965428,False,1,-3.3485214052905476
2232,2232,2277,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2233,2233,2278,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2234,2234,2279,6,1,4,1,1,fag,0.3735175939521451,0.6738294894872027,True,1,-0.30031189553505755
2235,2235,2280,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2236,2236,2281,3,0,3,0,1,fuck       bitches,0.3735175939521451,0.027084789131528113,True,1,0.346432804820617
2237,2237,2282,6,0,6,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2238,2238,2283,3,0,3,0,1,bitch    bitch,0.3735175939521451,0.031964318619869196,True,1,0.3415532753322759
2239,2239,2284,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2240,2240,2285,3,0,3,0,1,fuck  bitch,0.3735175939521451,0.034375632293572905,True,1,0.33914196165857224
2241,2241,2286,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2242,2242,2287,3,1,2,0,1,niggas    bitches,0.3735175939521451,0.13435365434243596,True,1,0.23916393960970916
2243,2243,2288,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2244,2244,2289,3,1,2,0,1,retarded,0.3735175939521451,0.27328249759750634,True,1,0.10023509635463879
2245,2245,2290,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2246,2246,2291,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2247,2247,2292,3,0,3,0,1,fucking retard,0.3735175939521451,0.2236780196738503,True,1,0.14983957427829483
2248,2248,2293,3,0,3,0,1,bitches fuck,0.3735175939521451,0.08007957909637854,True,1,0.2934380148557666
2249,2249,2294,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2250,2250,2295,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2251,2251,2296,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2252,2252,2297,6,0,6,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2253,2253,2298,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2254,2254,2299,3,3,0,0,0,hoes,4.103354124363732,7.45187552965428,False,1,-3.3485214052905476
2255,2255,2300,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2256,2256,2301,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2257,2257,2302,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2258,2258,2303,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2259,2259,2304,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2260,2260,2305,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2261,2261,2306,3,0,0,3,2,crackers,2.5570495457895346,0.4303484390736912,True,2,2.1267011067158434
2262,2262,2307,3,2,1,0,0,nigger,4.103354124363732,0.8455737121807961,True,0,3.257780412182936
2263,2263,2308,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2264,2264,2309,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2265,2265,2310,3,0,0,3,2,crackers,2.5570495457895346,0.4303484390736912,True,2,2.1267011067158434
2266,2266,2311,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2267,2267,2312,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2268,2268,2313,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2269,2269,2314,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2270,2270,2315,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2271,2271,2316,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2272,2272,2317,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2273,2273,2318,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2274,2274,2319,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2275,2275,2320,3,3,0,0,0,crackers,4.103354124363732,3.8147296735183285,False,2,0.28862445084540367
2276,2276,2321,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2277,2277,2322,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2278,2278,2323,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2279,2279,2324,3,1,2,0,1,niggas     bitches,0.3735175939521451,0.11282029773220693,True,1,0.2606972962199382
2280,2280,2325,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2281,2281,2326,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2282,2282,2327,3,0,2,1,1,retarded,0.3735175939521451,0.27328249759750634,True,1,0.10023509635463879
2283,2283,2328,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2284,2284,2329,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2285,2285,2330,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2286,2286,2331,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2287,2287,2332,3,0,3,0,1,retarded,0.3735175939521451,0.27328249759750634,True,1,0.10023509635463879
2288,2288,2333,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2289,2289,2334,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2290,2290,2335,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2291,2291,2336,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2292,2292,2337,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2293,2293,2338,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2294,2294,2339,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2295,2295,2340,3,0,3,0,1,pussy Pussy,0.3735175939521451,0.036211896332336624,True,1,0.3373056976198085
2296,2296,2341,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2297,2297,2342,3,2,1,0,0, ,4.103354124363732,4.6812630270047,False,2,-0.5779089026409681
2298,2298,2343,3,0,3,0,1,bitch    fuck,0.3735175939521451,0.02435272767413696,True,1,0.34916486627800813
2299,2299,2344,3,0,3,0,1,fuck     cracker,0.3735175939521451,1.7043968176683424,False,0,-1.3308792237161973
2300,2300,2345,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2301,2301,2346,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2302,2302,2348,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2303,2303,2349,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2304,2304,2350,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2305,2305,2351,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2306,2306,2352,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2307,2307,2353,6,0,0,6,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2308,2308,2354,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2309,2309,2355,3,0,3,0,1,bitch  fucking                  bitch,0.3735175939521451,0.11406842883418239,True,1,0.25944916511796273
2310,2310,2356,3,0,3,0,1,fag,0.3735175939521451,0.6738294894872027,True,1,-0.30031189553505755
2311,2311,2357,3,0,3,0,1,bitches   bitches,0.3735175939521451,0.02177554037766876,True,1,0.35174205357447635
2312,2312,2358,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2313,2313,2359,3,1,0,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2314,2314,2360,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2315,2315,2361,3,1,2,0,1,nigger,0.3735175939521451,1.195446494315762,False,0,-0.821928900363617
2316,2316,2362,3,1,2,0,1,nigger      nigga,0.3735175939521451,0.45844025361999424,True,1,-0.08492265966784912
2317,2317,2363,3,1,2,0,1,nigger,0.3735175939521451,1.195446494315762,False,0,-0.821928900363617
2318,2318,2364,3,1,2,0,1,pussy            hoes,0.3735175939521451,0.03764866277973143,True,1,0.3358689311724137
2319,2319,2365,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2320,2320,2366,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2321,2321,2367,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2322,2322,2368,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2323,2323,2369,9,0,0,9,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2324,2324,2370,3,3,0,0,0,fag,4.103354124363732,1.453191007904797,False,1,2.650163116458935
2325,2325,2371,6,0,6,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2326,2326,2372,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2327,2327,2373,3,1,2,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2328,2328,2374,6,1,2,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2329,2329,2375,3,1,2,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2330,2330,2376,3,1,2,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2331,2331,2377,3,1,2,0,1,hoe  fucking            faggot,0.3735175939521451,0.775430349589528,True,1,-0.4019127556373828
2332,2332,2378,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2333,2333,2379,3,0,2,1,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2334,2334,2380,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2335,2335,2381,3,0,3,0,1,bitches   fuck,0.3735175939521451,0.019495867928978443,True,1,0.35402172602316667
2336,2336,2382,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2337,2337,2383,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2338,2338,2384,3,0,3,0,1,fag,0.3735175939521451,0.6738294894872027,True,1,-0.30031189553505755
2339,2339,2385,3,1,2,0,1,fuck,0.3735175939521451,0.07622895184489069,True,1,0.2972886421072544
2340,2340,2386,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2341,2341,2387,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2342,2342,2389,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2343,2343,2390,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2344,2344,2392,3,1,0,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2345,2345,2393,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2346,2346,2394,3,0,0,3,2,coons,2.5570495457895346,1.7977767625269763,False,1,0.7592727832625583
2347,2347,2395,3,1,2,0,1,bitches  hoes,0.3735175939521451,0.02980702260824389,True,1,0.34371057134390126
2348,2348,2396,3,2,1,0,0,faggot,4.103354124363732,1.030643782233281,False,1,3.072710342130451
2349,2349,2397,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2350,2350,2398,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2351,2351,2400,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2352,2352,2401,3,0,2,1,1,nig,0.3735175939521451,0.36718791145225665,True,1,0.006329682499888467
2353,2353,2402,3,0,3,0,1,nigs,0.3735175939521451,0.12050938884037381,True,1,0.2530082051117713
2354,2354,2403,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2355,2355,2404,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2356,2356,2405,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2357,2357,2406,3,0,3,0,1,fucking          bitch,0.3735175939521451,0.11878314083208577,True,1,0.2547344531200594
2358,2358,2407,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2359,2359,2408,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2360,2360,2409,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2361,2361,2410,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2362,2362,2411,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2363,2363,2412,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2364,2364,2413,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2365,2365,2414,3,0,3,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2366,2366,2415,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2367,2367,2416,3,0,3,0,1,fucking pussy,0.3735175939521451,0.06172175428116707,True,1,0.31179583967097807
2368,2368,2417,3,1,2,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2369,2369,2418,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2370,2370,2419,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2371,2371,2420,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2372,2372,2421,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2373,2373,2422,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2374,2374,2423,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2375,2375,2424,3,0,3,0,1,retard,0.3735175939521451,0.23991022831645117,True,1,0.13360736563569395
2376,2376,2425,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2377,2377,2426,4,0,0,4,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2378,2378,2427,3,0,2,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2379,2379,2428,3,0,3,0,1,bitches          pussy,0.3735175939521451,0.017711821763920027,True,1,0.35580577218822507
2380,2380,2429,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2381,2381,2430,3,1,2,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2382,2382,2431,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2383,2383,2432,3,0,3,0,1,hoes   hoes,0.3735175939521451,0.024632961290042853,True,1,0.3488846326621023
2384,2384,2433,6,0,5,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2385,2385,2434,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2386,2386,2435,3,1,2,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2387,2387,2436,3,0,3,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2388,2388,2437,3,0,3,0,1,niggah,0.3735175939521451,0.08280167365771701,True,1,0.2907159202944281
2389,2389,2438,7,1,6,0,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2390,2390,2439,6,0,5,1,1,bitches,0.3735175939521451,0.010917300070696053,True,1,0.36260029388144904
2391,2391,2440,6,0,4,2,1,niggah,0.3735175939521451,0.08280167365771701,True,1,0.2907159202944281
2392,2392,2441,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2393,2393,2442,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2394,2394,2443,6,0,6,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2395,2395,2444,3,0,2,1,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2396,2396,2445,3,1,2,0,1,niggaz          bitch,0.3735175939521451,0.05640418224744766,True,1,0.3171134117046975
2397,2397,2446,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2398,2398,2447,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2399,2399,2448,3,0,0,3,2,hoe,2.5570495457895346,5.7987408404741725,False,1,-3.241691294684638
2400,2400,2449,3,1,2,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2401,2401,2450,3,0,3,0,1,nigga   hoes,0.3735175939521451,0.08081950809740039,True,1,0.2926980858547447
2402,2402,2452,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2403,2403,2453,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2404,2404,2454,6,0,6,0,1,bitch  fucking,0.3735175939521451,0.03441209161389547,True,1,0.33910550233824965
2405,2405,2455,6,1,5,0,1,niggah,0.3735175939521451,0.08280167365771701,True,1,0.2907159202944281
2406,2406,2456,3,1,2,0,1,nigs,0.3735175939521451,0.12050938884037381,True,1,0.2530082051117713
2407,2407,2457,3,2,1,0,0,niggers,4.103354124363732,0.780490970991218,True,0,3.322863153372514
2408,2408,2458,3,2,1,0,0,fag,4.103354124363732,1.453191007904797,False,1,2.650163116458935
2409,2409,2459,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2410,2410,2460,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2411,2411,2461,3,0,3,0,1,fucked  bitch          bitch,0.3735175939521451,0.034005366998209725,True,1,0.3395122269539354
2412,2412,2462,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2413,2413,2463,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2414,2414,2464,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2415,2415,2465,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2416,2416,2466,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2417,2417,2467,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2418,2418,2468,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2419,2419,2469,3,0,2,1,1,retarded,0.3735175939521451,0.27328249759750634,True,1,0.10023509635463879
2420,2420,2470,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2421,2421,2471,3,1,2,0,1,bitch                 bitch,0.3735175939521451,0.06057753589598631,True,1,0.3129400580561588
2422,2422,2472,3,1,2,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2423,2423,2473,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2424,2424,2474,3,1,2,0,1, ,0.3735175939521451,2.1398356005402164,False,2,-1.7663180065880713
2425,2425,2476,3,0,3,0,1,pussy,0.3735175939521451,0.01692742149414544,True,1,0.3565901724579997
2426,2426,2477,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2427,2427,2478,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2428,2428,2479,3,0,1,2,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2429,2429,2480,6,1,5,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2430,2430,2481,3,0,2,1,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2431,2431,2482,3,3,0,0,0,nigger,4.103354124363732,0.8455737121807961,True,0,3.257780412182936
2432,2432,2483,3,3,0,0,0,niggers,4.103354124363732,0.780490970991218,True,0,3.322863153372514
2433,2433,2484,3,0,3,0,1,bitch   fuck,0.3735175939521451,0.023455192030011736,True,1,0.3500624019221334
2434,2434,2485,3,0,3,0,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2435,2435,2486,3,0,2,1,1,hoe,0.3735175939521451,0.054838306944896366,True,1,0.31867928700724873
2436,2436,2487,3,0,3,0,1,hoes,0.3735175939521451,0.01855012969752942,True,1,0.35496746425461567
2437,2437,2488,3,0,0,3,2, ,2.5570495457895346,0.44591579707967427,True,2,2.1111337487098605
2438,2438,2489,3,2,1,0,0,retarded,4.103354124363732,3.5158957357919802,False,1,0.5874583885717519
2439,2439,2490,3,1,2,0,1,fuck    faggot,0.3735175939521451,1.8730356383242543,False,0,-1.4995180443721092
2440,2440,2491,3,2,1,0,0,faggot,4.103354124363732,1.030643782233281,False,1,3.072710342130451
2441,2441,2492,3,0,3,0,1,bitch,0.3735175939521451,0.016205189653029035,True,1,0.3573124042991161
2442,2442,2493,3,1,2,0,1,fuck  hoe  bitch fuck    hoe,0.3735175939521451,0.03023838188212807,True,1,0.34327921207001705
