,Unnamed: 0,count,hate_speech,offensive_language,neither,label,sentence1
3520,3614,3,0,3,0,1,IssaGOLD my fuckin back still hurts but it was worth it And Im still mad about the  incident Haha httptcoeAnDLKSbpM
3521,3615,3,0,3,0,1,IssaGOLD u think that dream has anything to do with those two dumb  in San Diego lol
3522,3616,3,0,3,0,1,ItalianMontana CarterBoyleake ant is a  man dont make me pull up the pic
3523,3617,3,0,3,0,1,ItalianMontana im a boss ass
3524,3618,3,0,3,0,1,ItsJusMeJoJo lol youve tweeted  an excessive amount for you today you ok
3525,3619,3,2,1,0,0,ItsKeeshKapeesh yourself  buy a dictionary
3526,3620,3,0,0,3,2,ItsKiaraaaa looks like you took a red marker and colored on your leg
3527,3621,3,1,2,0,1,ItsLenDaddy thanks bruh dont ever forget we still on the look out for these   JustCurrieOn
3528,3622,3,0,3,0,1,ItsLexisHope Sounds like there are some major  in your area
3529,3623,3,1,2,0,1,"ItsMander
Is you sure you aint colored"
3530,3624,3,0,3,0,1,"ItsMander 
AIDS aint all dat bad You can become da  and do da crack and aint gonna make no difference anyhow"
3531,3625,3,0,1,2,2,"ItsMander 
You tryin to say ofay"
3532,3626,3,2,1,0,0,"ItsMander kfc
You can always gets da colored folk back in da cage wit da KFC"
3533,3627,3,0,1,2,2,ItsMeGrizz dink now uknow thats not true
3534,3628,3,0,3,0,1,ItsMeKevin10 josie618 ThatSlutAdrian ZaidSaracini papigabs lmao this nigguh
3535,3629,3,0,2,1,1,ItsNotHarold Ill try tomorrow RT Harold Gonna try and eliminate the word  out of my vocabulary I need to start bettering myself
3536,3630,6,0,5,1,1,ItsOnlyJess LukeFriendyy JCATSRULE shes a right twat Id tell you honestly Sky Honestly 128520127829
3537,3631,3,0,3,0,1,ItsYOURman make me  cousin
3538,3632,3,2,1,0,0,ItsYOURman nothin much cousin touching   wannabe  boy dick sucking  gay
3539,3633,3,1,2,0,1,ItsYOURman you a   so stfu
3540,3634,3,0,3,0,1,ItsmeKyleWayne Yeaa black  actin like they too good for an average  like they just got A1 credit and
3541,3635,3,0,3,0,1,IvanJReyes um no that only a  you  and done xavier will hopefully respect girls bc I am doing it alone and I dont want that
3542,3636,3,0,3,0,1,IvetteBrianna I never said you was a  guilty consents ass girl
3543,3637,3,1,2,0,1,IvetteBrianna
3544,3638,3,0,3,0,1,IvetteBrianna you better feel the love I dont even show these  love lol
3545,3639,6,0,6,0,1,IzThatxp xDSmooth lmao denote got a  here right now but he love her
3546,3640,3,0,3,0,1,JAYREIDOFFICIAL I want it to be somewhat of a collage  Money jewels cartiers etc  Jus little shit to let niccas know we still here
3547,3641,3,1,2,0,1,JAYREIDOFFICIAL a nicca anxious to hear that shit my g
3548,3642,3,0,2,1,1,JAYREIDOFFICIAL my nicca
3549,3643,3,0,3,0,1,JBilinovich JZolly23 cmnw86 You guys wanna skull  some clay birds this weeknd
3550,3644,3,2,0,1,0,JGardenofEden KySportsRadio ryanlemond Butcountry music listeners really are hicks and alcoholics 128514128514
3551,3645,3,0,3,0,1,JHafe big booty
3552,3646,3,0,3,0,1,JHannahhh oh you mean Noah zimmermans cute ass 128525 I mean he should he talks to his  all day everyday  amp his girl Courtney 128514128564 sooo
3553,3648,6,0,0,6,2,JLlVE looks prime for some trash pick up
3554,3649,3,2,1,0,0,JMC2488 jetsgreen TB12FAN and  you too ya little  you look like a Mexican sucking a cock in ur profile
3555,3650,3,0,3,0,1,JMuggaaa 128527128553leezy got all the
3556,3651,3,1,2,0,1,JNunchuckfuck u can just ask him to suck his dick not that hard
3557,3652,3,2,0,1,0,JOLTNG niger
3558,3653,3,1,2,0,1,JPERZELL shit pic master  protecting ass bow tie
3559,3655,3,3,0,0,0,JPantsdotcom ToddKincannon therealtony Im partial faggothomoboth fairly describes the same sick twisted Assholes out there
3560,3656,6,2,3,1,1,JPantsdotcom ToddKincannon therealtony naaaaa just popped across my TL so I commented But nice try
3561,3657,3,0,2,1,1,JPerez003 teabaggers are anti American Hows it feel to hate your country
3562,3658,3,0,1,2,2,JRealmo I dont think they believe in their communities ability to function wout  They choose to be hustled by big govt
3563,3659,3,2,1,0,0,JRise88 GAnderson4 what do you want
3564,3660,3,2,1,0,0,JRise88 LongLiveTylerD your a
3565,3661,3,0,3,0,1,JRise88 do it then
3566,3662,3,0,3,0,1,JRise88 ill  you til you love me
3567,3663,3,2,1,0,0,JRise88 shut up you stupid
3568,3664,3,0,3,0,1,JStac825 ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves
3569,3665,3,0,3,0,1,JStac825 ThatAngryNigga these  must be deaf Whens the last time you heard a Roots song on the radio Quest dont get
3570,3666,3,0,1,2,2,JStarrTweets I took it harder when Rivera retired Im not a Yankee fan but I have a lot of love and respect for em Especially the core 4
3571,3667,3,0,0,3,2,JStarrTweets my pops is from New York My family is Yankee obsessed My sister literally cried when she heard he was gonna
3572,3668,3,0,3,0,1,JStarrTweets yeah wizards Agent zero
3573,3669,3,0,0,3,2,JTCameron92 or your in the ghetto
3574,3670,3,0,2,1,1,JTrevorHowerton HollyRFisher because its hilarious how it makes teabaggers freak out Ill do it again too
3575,3671,6,0,5,1,1,JUSTLOVENOHATE MeNOindirect whole  outchea
3576,3672,6,1,5,0,1,JUSxDOiT I was hangin on them corners late Pockets wasnt straight  I aint gon make it at this rate dawg Know what Im sayin
3577,3673,3,0,3,0,1,JVP731 keselowski mattkenseth I would have loved to watch Newman  slap Johnson Id pay to see that
3578,3674,3,0,3,0,1,JZolly23 HannahKubiak Everybody knows that  love mullets Pantiedropin
3579,3675,3,0,3,0,1,JZolly23 JBilinovich we need to grow mullets together so we can get all the  and HannahKubiak can hate on us
3580,3676,3,1,2,0,1,JZolly23 also is search of dirty  hookers for the weekends
3581,3677,3,0,3,0,1,JDun54 awww shit lol I want my money too  Who else I give one tO
3582,3678,3,0,3,0,1,JDun54 oh you little  you You tryna hit the fair tho today or sometime this week Shit might be fun drunk
3583,3679,3,0,2,1,1,JFritzy vivaalakatyy Lompartayy brotherbill7 JHuff5  better back up Katys mine
3584,3680,3,0,3,0,1,JKwest No Cpt Commando is a  and a cocksucker
3585,3681,3,0,3,0,1,JKwest when a  look his way httptcoVkdkoEKLxZ
3586,3682,3,0,0,3,2,JLogan And you know best about the bird moves
3587,3683,3,1,2,0,1,JNastyy BumFarto why would a white man even go to a  hell hole of Detroit An Ive worked in A town how Yall good
3588,3684,3,0,3,0,1,JFH Happy Another Group of 365 Days you weird ass son of a  Thats why we all love you though Hoping there are riots in Htown
3589,3685,3,0,3,0,1,JacobRyanBruhn Kiss these nuts
3590,3686,3,1,2,0,1,JacobbBacker fucktyler Tyler isnt shit  go listen to some real music
3591,3687,3,2,1,0,0,JacobbBacker
3592,3688,3,0,3,0,1,JacobbBacker
3593,3689,3,3,0,0,0,JacobbBacker you dont know shit about me
3594,3690,3,0,3,0,1,JacsonBevens markkiszla absolutely  article httptco3hSVTYOXFf
3595,3691,3,0,3,0,1,JadeGreenleaf DailySexSupply am i really a  if Im liking that video
3596,3692,3,3,0,0,0,JadeGreenleaf
3597,3693,3,2,1,0,0,JaiBrooks1
3598,3694,3,2,1,0,0,JaiBrooks1 not funny u
3599,3695,3,0,3,0,1,JaiBrooks1 ugly goldigging cunt u probably have an uncircumcised penis
3600,3696,3,2,1,0,0,JaiBrooks1 ur brother looks so queer and ugly
3601,3697,6,0,6,0,1,JalenDGAF CourtniClark 128308989965039128308989965039128308989965039 no pressure
3602,3698,3,0,3,0,1,Jalenhendricks4  saying eyebrows on fleek  Search it on twitter
3603,3699,3,0,3,0,1,JamesOKeefeIII jdhayworth James nobody save a couple illiterate inbred teabagger morons gives a flying  about your revelations
3604,3700,3,1,0,2,2,JamesdaJewison ltltBEST NAME ON TWITTER EVER AKA JewbaccaltltSECOND BEST NAME ON TWITTER
3605,3702,3,0,3,0,1,JamesyNBA damn your  really hoen for the F
3606,3703,6,0,0,6,2,JamieWinn4 thats energy the City is Electric gotta go to Yankees Stadium When they are winning It is truly electrifying
3607,3705,3,1,2,0,1,JaneyPew  you are bigger than I am Do you even R4aperSec
3608,3706,3,0,2,1,1,JarJarBanks momma didnt raise no sukka
3609,3707,3,0,2,1,1,JaredReve use monkey maker you prick
3610,3708,3,0,3,0,1,JasonAstley I hate that shit Like  dont ask me for shit makin me waste my time and your dumb ass aint even using it
3611,3709,3,2,0,1,0,JasonMoriarty13 I remember his nephew Lucas crying and dan saying quit being such a  and grow a pair or something 128514128557 dans so funny
3612,3710,3,0,3,0,1,JavelinaBlue mdjacksondallas KennettDems yep Texas is  heaven
3613,3711,3,0,3,0,1,JavieTheCreator itsselenaaaa haha yuhh that  was funny
3614,3712,3,0,3,0,1,JavieTheCreator stank ass  haha
3615,3713,3,0,3,0,1,JawShoeeAhhh
3616,3714,3,0,3,0,1,JawShoeeAhhh FabianMleal  you  lol
3617,3715,3,0,3,0,1,JawShoeeAhhh FabianMleal shut up
3618,3716,3,0,3,0,1,JawShoeeAhhh FabianMleal suck a dick
3619,3717,3,1,2,0,1,JawShoeeAhhh greyyygoose jehnayy youre gay
3620,3718,3,0,3,0,1,JawShoeeAhhh jehnayy no  lol
3621,3719,3,0,3,0,1,JawShoeeAhhh josecarcamo03 lmao youre on my timeline it aint spying  lol
3622,3720,3,0,3,0,1,JawShoeeAhhh keepitplur  you beat after losing twice lol and we won 11 you just a hater
3623,3721,3,1,2,0,1,JawShoeeAhhh  answer me lol
3624,3722,3,0,3,0,1,JawShoeeAhhh  you cant even say no lol
3625,3723,3,0,3,0,1,JawShoeeAhhh lmao youre a  boy
3626,3724,3,0,3,0,1,JawShoeeAhhh lol thanks  hahah Vegas aint ready for us lol
3627,3725,3,0,3,0,1,JawShoeeAhhh shut up
3628,3726,3,0,3,0,1,JawShoeeAhhh that dont mean youre not balling lol shut up  lol
3629,3727,3,1,2,0,1,JawShoeeAhhh that means youre balling if youre Jewish lol I dont love  lol
3630,3728,3,0,3,0,1,JawShoeeAhhh youre a  lol
3631,3729,3,0,0,3,2,JayJuice22 IshMallyMal no song Ive heard was good is what I mean by hes trash
3632,3730,3,1,2,0,1,JayKollsKSTP please tell those fuming cops that they are a bunch of coward little  and should not be allowed near weapons Thanks
3633,3732,3,0,3,0,1,Jaydillz theyre both big  tho lol
3634,3733,3,2,1,0,0,Jaytwofly GMUCKA good leave you stupid
3635,3734,3,2,1,0,0,Jaytwofly huh lol mad  is mad
3636,3735,3,0,3,0,1,JayyRosayy you aint got no  lil jess youre a lil guy
3637,3736,3,0,2,1,1,Jazwau 128528 who did you rob them  like 4 online
3638,3737,3,0,3,0,1,Jbrendaro30 ZGabrail ramsin1995 GabeEli8 Jacob2times  ass nigggaaa
3639,3738,3,0,3,0,1,JedZiggler I say it all the time same with  and queer its all about the context I suppose some people are just looking to get offended
3640,3739,3,0,3,0,1,JefDaBest The fact this bird ass  took my phone and did a light skin pose in school Mrste617 smh lol httptcoZd3vctXGXh
3641,3740,3,0,3,0,1,JeffBlogwell time to call
3642,3742,3,1,2,0,1,JennaHord12 Feels like its been a year since I seen ya queer lolol
3643,3743,3,0,3,0,1,JennaHord12 Nooo Ambers supposed to kill me
3644,3744,3,0,0,3,2,JennyJohnsonHi5 Did you say spray tan Charlie Crist switches back to Republican
3645,3745,3,1,2,0,1,JennyMcCarthy dont let idiots that cant even spell  get you down
3646,3746,3,0,3,0,1,JennyReyes42 iamadamg awwe i love you too jenny Your so damn perf amp NOT ugly Seriously dis  must be blind
3647,3747,3,0,0,3,2,JennyTripleTit its also a bird a city and a math theorem I make no assumptions
3648,3748,3,0,3,0,1,JerGucci I can trap anywhere I wanna just because I aint a  n in rarely solo
3649,3749,6,0,6,0,1,JerGucci go on Craigslist  be on there 128514128514
3650,3750,6,0,6,0,1,JerGucci my luck the  gonna drug me an I wont even kno what happened lmao
3651,3751,3,0,3,0,1,JerGucci she can suck dick tho thats better than brownies
3652,3752,3,0,3,0,1,JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the  on here lmao
3653,3753,3,1,2,0,1,JeremyAdams youre a
3654,3754,3,0,3,0,1,JermsAllOver I cant be homeless in 2014 but them  better not slip in 2015
3655,3755,3,0,3,0,1,JesseAbrego  I might be
3656,3756,3,0,3,0,1,JessycaaRubi OShitItsLaura  you just an inch taller than me 128079128079 amp we normal height Jessyca and Daysi are just some short  128514
3657,3758,3,2,1,0,0,JewelsAndDrugs9 ladygaga madonna lmao madonnas music sucks yeah youre  stupid if you think gaga is better
3658,3759,3,0,2,1,1,"JfromHuntington Savages 
Day is like coloreds dat wrap day  like mummies"
3659,3760,3,1,2,0,1,"JfromHuntington thatUPSdude lt
I hates to interject but cans I have yo digits I likes  dat wanna be  by coloreds"
3660,3761,3,2,1,0,0,JimBoberson happy birthday
3661,3762,3,1,2,0,1,JimNastikowski 3Quarters2Day  Are you a race traitor or just a dumbass
3662,3763,3,0,3,0,1,JimNorton Hey Jim youll love this httpwwwwwtddcom201005gaboureysidibeisacomplete
3663,3764,9,1,8,0,1,"JimmyMcIver jerrilyn71 Doc68W Just like FAT CHICKS NEED LOVE TOO I guess 
Some Jeffrey Dommer Type would be all over that sloppy"
3664,3765,3,2,1,0,0,"JizzAtTheScene and how am I assume shit 
hmm cuz u dont know what  u talking about  these days"
3665,3766,3,1,0,2,2,JjLoveUp tranny
3666,3767,3,0,3,0,1,Joclark6 breezysofresh24 no homo bro love ya to Lets get some 151 an some Malibu rum Tech 9 this  haha
3667,3768,3,0,3,0,1,Joclark6 pache16 PcktSizeCae an just dont be a  about it Haha
3668,3769,3,0,3,0,1,"JoanRivers  you old ass mushroom ass  looking like a moldy ass toe wobbly raggedy ass vagina face BYE

httptcoLTi96AZjwk"
3669,3770,3,0,3,0,1,Jobbe03 PandaEnchilada Youre such a  Carlton Youre lucky your fathers a judge
3670,3771,3,0,3,0,1,Jobbe03 You need to insert a chill pill up your ass Twice a day until your  assness goes away If the problem persists see a doctor
3671,3773,6,1,4,1,1,JoeBiden is such a  8220irritatedwoman Biden Calls Himself 8216White Boy8217 in Meeting With Black Pastors httptcobqx1IEv0wD8221
3672,3776,3,2,1,0,0,JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh JewJitsuGrl efilnikcufecin7 Darknight420
3673,3777,3,3,0,0,0,JoeDouglas1 sit down and stfu raghead Darknight420 hajihuntingpat
3674,3778,3,0,3,0,1,JoePrich shut up
3675,3781,3,0,3,0,1,JoeTheMailman emilyrs But that  could care less about Benghazi victims
3676,3782,3,0,3,0,1,JoeSchmucc Dog Government jobs is the SHIT I done got my last few off that
3677,3783,3,3,0,0,0,JoeyD26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your  ass in it go swallow the red soxs kids ur from NYC
3678,3784,3,0,3,0,1,JoeyD26 youre such a
3679,3785,3,0,3,0,1,JohnColeGlover is big cat a fat  joke
3680,3786,3,0,3,0,1,JohnFaheyIII go eat bear shit you fuckin yokel
3681,3787,3,0,3,0,1,JohnMayer69 BigggMackkk dont talk to your  that way
3682,3788,3,0,3,0,1,JohnnnyAmor lol wyo
3683,3789,3,0,1,2,2,Johnny3 HPGuilty trash aint it
3684,3791,3,0,0,3,2,JonJ07 like their players really been talking trash about Bama
3685,3792,3,0,3,0,1,JonJanke Deadspin jtrimbl3 You sound like youre  whooped freelikeabird
3686,3793,3,1,2,0,1,JonJanke jtrimbl3 Youre a sensitive  whooped no sense of humor neo zoom maxi dweeb Now sit your ass all the way down
3687,3794,3,0,0,3,2,JonahNRO No good options left indeed This president makes Jimmy Carter look like a piker So sad
3688,3795,3,0,3,0,1,JonnVercetti true but then again Im my opinion a  is someone who goes and sleeps with everybody
3689,3796,3,0,0,3,2,JonnieSantana Hes definitely trash But if Bill Cohwer or Stanford s head coach want the job Id hire them With a new gm of course
3690,3797,3,0,3,0,1,Jontel20 128557
3691,3798,3,0,3,0,1,JoriBunni he talkin bout we wanna be human and Im just like   whet
3692,3799,3,0,3,0,1,JoseRvmirez Im a lil  Wait till you see  You aint ready Im from Chicago boy I aint no  from the burbs Just wait
3693,3800,3,1,2,0,1,JosesitoRiveraa  no
3694,3801,3,0,0,3,2,JoshWard thuggery Cheating Talking trash Whos doing that besides Jameis And isnt ND in the middle of cheating issues
3695,3802,3,0,0,3,2,Jpizzle651 I didnt really have one was aware of Yankees but always loved Dodgers uniform
3696,3803,3,0,0,3,2,"JuMosq zachkruse2 Yep sobs

I got my hopes up when a couple of the national guys including that KiperMcShay mock had him slipping"
3697,3804,3,1,2,0,1,JuanDaMeskin you wouldnt last a day there
3698,3805,3,0,3,0,1,"JuanNDaCut ShareA40Ounce she playin  hole bingo
She drawing the next number"
3699,3806,3,2,1,0,0,JuanYeeze damn took this dumb spic nearly 2 days to respond wuz really good tho
3700,3807,3,2,1,0,0,JuanYeeze shut yo  ass up spic and hop your  ass back across the border little  go listen to some pitbull
3701,3808,3,0,0,3,2,JudgmentalNYer eveisapisces it always looks so nice I was gonna buy this yellow one
3702,3809,3,0,3,0,1,JuiceManLTF shut up
3703,3810,3,1,2,0,1,Juice2
3704,3811,3,1,2,0,1,Juice2 i know bout yo wack ass dreads
3705,3812,3,1,2,0,1,Juice2 nah youre a
3706,3813,3,0,3,0,1,JuiciStrawberry Kik is for hoesYou either gone shit or get off the pot
3707,3814,6,0,6,0,1,Juicyjames01 aint no love 4 these
3708,3815,3,0,3,0,1,JukeJuke9 shit he prolly is other than that everybody else trash
3709,3816,3,1,2,0,1,JulesDanesy Cowboys fans are cunts Stop the presses
3710,3817,3,1,2,0,1,JuliaDBrock Are we still talking about animals I know some Asian folks that would love to see how you prepare your  before eating it
3711,3818,3,0,3,0,1,JuliaDBrock Im not a  Take it back
3712,3819,3,0,3,0,1,Julianjval I totally think the something when  come across mine saying we are similar Uh no 9995
3713,3820,3,0,3,0,1,JulietMunguia  merry Christmas
3714,3821,3,0,3,0,1,JunDishes amen little mama y does this old southern country  like you so much I dont know but I do
3715,3822,3,1,2,0,1,JunDishes block or mute the cunt
3716,3823,3,0,0,3,2,JunDishes elissa would call me trash vile etc
3717,3824,3,0,0,3,2,JunDishes get a can of WASP SPRAY it shoots out 20 feet and cheaper than bear spay or mace works just as good
3718,3825,3,1,2,0,1,JunDishes or a southern  like me who will blow a persons heart out of their back wone shot
3719,3826,3,0,3,0,1,JunDishes thank god Im just an  old   from Memphis Tn And not a troll
3720,3827,3,2,1,0,0,JungleFeverFren  u
3721,3828,3,0,3,0,1,JuniorMaye8 jus exsposin  on a whole different level 128557128514
3722,3829,3,0,3,0,1,JusDahl I want someIm so damn tired of being in the  kitchen a  is hot and needs a glass of wine and a back rub
3723,3830,3,0,3,0,1,JusDahl  wake up
3724,3831,3,0,2,1,1,JusDahl gross ill stick with my galaxy it will still receive those nips
3725,3832,3,0,3,0,1,JusDahl not nappy head  though 128514128514
3726,3833,3,0,3,0,1,JussVinny kkarleigh if he wants  tip toein on his marble floors he will 128521
3727,3834,3,1,2,0,1,JustCurrieOn Christooshifty aint nobody asked yo  ass for a comment i know you peeped already you gay thats what u do for a living
3728,3835,3,0,1,2,2,JustDoItSlow 128530FOREVER 21
3729,3836,3,0,3,0,1,JustDoItSlow on sale ass
3730,3837,3,0,3,0,1,JustDoItRob big titty  lmao  it good party
3731,3838,3,1,2,0,1,"JustFemaIe CheatingAdvice 
Where the  were you this summer"
3732,3839,3,0,3,0,1,JustKarahn bye
3733,3840,3,0,3,0,1,JustKarahn dnt use my shit against me
3734,3841,3,0,3,0,1,JustKarahn negro please
3735,3842,3,0,2,1,1,JustKarahn yes u
3736,3843,3,0,0,3,2,JustTooMuchCake Lmao it bel ike that nowadays
3737,3844,3,1,2,0,1,JustWordsx dont favorite me you
3738,3845,3,0,3,0,1,"Justthistime we need more opinionated bitches

MOAR"
3739,3846,3,1,2,0,1,JustinBaez shut the  up  ass Knicks cock sucker your opinion is irrelevant
3740,3847,3,1,2,0,1,Jwreich142 SteveWorks4You teabaggers are extremely dumb
3741,3848,3,0,3,0,1,KASSIGOD drinking away this stress you got some new  for us
3742,3849,3,1,2,0,1,KCJHoop pretty sure you meant flight and not flite dumb ass
3743,3850,3,0,2,1,1,KEIRRANicolee I didnt know you was following me  128514
3744,3851,3,0,0,3,2,KHShan VictorB123 Oh but those last few that did Charlie Wilma Jeanne
3745,3852,3,0,2,1,1,KILLDion hchristianne politics isnt twitter  lol
3746,3853,3,0,3,0,1,KILLQuana choke on something
3747,3854,3,1,2,0,1,KILLQuana lmao cunt
3748,3855,3,0,3,0,1,KINGDOMMINDED lostb0y  off my  boi
3749,3856,3,0,3,0,1,KINGDOMMINDED lostb0y me  im tryna keep a clean track record the  bruh
3750,3858,3,0,3,0,1,KINSL3Y we dont love these
3751,3859,3,3,0,0,0,KLSouth MissDidi23 is an evil hate  racist who thinks Delbert Belton deserved it MaryForbes14 EnemiesofDonnaJ StephAnnAnson
3752,3860,3,0,3,0,1,KR3TZ3R15 Idk is shes actually from there lol we followed a band But we met a few bainbridgians This  had like 4 teeth I swear lol
3753,3861,3,1,2,0,1,KforKicKs 128514128514128514128514 im joked out  you stupid
3754,3862,3,0,3,0,1,KforKicKs likkadawgg turn up ya bitchfw ya dawg man
3755,3863,3,0,3,0,1,KforKicKs tf  you had brain surgery and aint tell me
3756,3864,3,0,3,0,1,Kaaaat make that llama your
3757,3865,3,0,3,0,1,Kaayyllee  128530
3758,3866,3,0,3,0,1,KaileenRenee lets get a group together amp do something negro Im home
3759,3867,3,2,1,0,0,KamRenee ugly
3760,3868,3,0,3,0,1,KamalShaqi Kevinnnnn05 its funny how this page quoted my tweet about the term camel jockey bc I AM a  Arab you dumbass 128529
3761,3869,3,0,3,0,1,KassieHamilton AnnELizabeth erinlehrer thanks kass I respect you Not you Annie youre a
3762,3870,3,0,0,3,2,"KateWhineHall I starting laughing worked outnot bc I think its funny that you work
throws phone in trash over butchered subtweet"
3763,3871,3,0,3,0,1,KatieFraaancis
3764,3872,3,0,3,0,1,Katiebentel ily  cheer up pretti
3765,3873,3,0,2,1,1,Katieloukarl lol tell that  grow up ahaha
3766,3874,3,0,3,0,1,KayFLiii
3767,3875,3,1,2,0,1,KayciMalynn I know
3768,3876,3,0,3,0,1,KayciMalynn yo  I miss you too
3769,3877,3,0,1,2,2,KaylahPrettyMom lmao girlllaaaa I dont like em chunky anymore128514128514128514128514128567
3770,3878,3,0,3,0,1,KazAtta thesaidabdi dont get it twisted said aint playin ny state of mind when  is around clicks link
3771,3879,6,1,5,0,1,KazAtta I woulda jus told skylar one night hey I got a flight in the morninyou wit it or nah while textin my brazilian
3772,3880,3,0,3,0,1,KazAtta LOL this is why u my
3773,3881,9,0,9,0,1,KazAtta he jus need to go to brazil get himself a bad brazilian  and jus relax
3774,3882,3,0,3,0,1,KazAtta if yo girl let them in she a hoeshe belong to the world why u cuffing her
3775,3883,6,0,6,0,1,KazAtta why is he stressin himself this  can be livin lik meech before he went to prison
3776,3884,6,2,4,0,1,KazAtta your welcome my  salute
3777,3885,3,1,2,0,1,KebinBlodgett  your yuck
3778,3886,3,2,1,0,0,KeebitHalal LogansWarning gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
3779,3887,3,0,2,1,1,KeenoKlutch im on that  now
3780,3888,3,1,2,0,1,KeimHefner lmaooo hell naw  you must was playing school of blind and cripple
3781,3889,3,0,0,3,2,KeithOlbermann I feel the same way about the bigotry and racism of using the word redskins
3782,3890,3,0,3,0,1,KeiveeB shut up  it ainn complete witout Money Melle n it
3783,3891,3,0,1,2,2,KeiveeB yellow shirt hat turnt to da side
3784,3892,3,0,0,3,2,KellenDaniel along with the French blue and Buggs bunny VIIs and the Oreo IVs LaJethroJenkins
3785,3893,3,0,3,0,1,Kellinquinn please acknowledge my existence you amazing son of a
3786,3894,3,0,0,3,2,KellyOsbourne do u still have ur blk pom
3787,3895,3,0,3,0,1,KelseyHison JODYHiGHROLLER see  this is why you have no friends
3788,3896,3,0,3,0,1,Kelseyyvirginia caylanashlee look here  if i wanted to be gramatically correct i would have
3789,3897,3,0,2,1,1,Kelseyyvirginia im talking about the pucture of the  cat you nit twit
3790,3898,3,0,2,1,1,KenSuttling LesleySuttling Him as well They like their fried chickenesp the spear chuckers
3791,3899,3,0,0,3,2,KenSuttling amhistorymuseum Yankees He now resides on the Mantle piece
3792,3900,3,0,0,3,2,KenSuttling Certainlt not the paddies
3793,3901,3,0,0,3,2,KenSuttling Man City and the Yankees have got together to form the 20th MLS clubThey begin playing in 2015
3794,3902,3,0,2,1,1,KenSuttling MrCoxthe Chase me Charlie of his dayBend over boywhile I conjugate your Ae
3795,3903,3,0,0,3,2,KenSuttling Not taking Franks advice and he ate the yellow snow
3796,3905,3,0,3,0,1,KenSuttling That twat Barry HearneIt would seem to be all about there was no option for teams to share the venue
3797,3906,3,0,0,3,2,KenSuttling The spear chuckers are flooding into Upton Park
3798,3907,3,0,0,3,2,KenSuttling Yankees beat then in the Grapefruit league the other day
3799,3908,3,0,0,3,2,KenSuttling Yankees playing tonight in the Bronx3rd game of the current series against the diamondbacks
3800,3909,3,0,0,3,2,KenSuttling You rememberit used to be funny coloured paper
3801,3910,3,2,0,1,0,KenGTH nahh  whatever you are spook or spic I still dont like you  Good day
3802,3911,3,0,3,0,1,Kendracae  aint shit but  with tricks
3803,3912,3,0,3,0,1,KennyWright KushBoy420 yoPapichulo do it i  dare you
3804,3913,3,0,3,0,1,KennyWright itsfrankybitch AmberNicole21 KushBoy420 yoPapichulo you cant call someone a  if youre snuggling up with guys
3805,3914,3,2,1,0,0,KennyWright itsfrankybitch yoPapichulo so if your 17 and in high school you dont have your own house you
3806,3915,3,0,3,0,1,KennyWright sincerelyayla
3807,3916,3,0,3,0,1,KennyWright yoPapichulo KushBoy420 the stupidest  brb crying he called me stupid
3808,3917,3,0,2,1,1,KenoBino Ohh Mr Im all tough cause I live in a  city thinks hes cool People like you should be shoveling my snow broke bum
3809,3919,3,0,3,0,1,Kevhoeee916 apply to thunder valley
3810,3920,3,0,3,0,1,KevinEdwardsJr look here Im a thirsty ass bummy ass  ass 17 year old niqqa amp I jus wanted to know if I can get a follow back please
3811,3921,3,0,3,0,1,KevinKevmooney LEllerbe when bet now i make sure that  is not involved thats 1 thing floyd and pac can agree on she screwed em both
3812,3922,3,0,0,3,2,KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob amp shawne
3813,3923,3,0,3,0,1,KevinTheGee finished the essay and the quiz
3814,3924,3,0,3,0,1,KevinTheGee ok I just wanted to know  at 520 if youre not here Im out
3815,3925,3,2,1,0,0,KevinMcAdams Because Ians
3816,3926,3,0,3,0,1,KeyshawnSwag lol  them look like a combo of trash in your house amp trash at the dump
3817,3927,3,0,3,0,1,KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no  Ebola been out here 128514
3818,3928,3,0,3,0,1,KeyshawnSwag the bad  with them ugly ass nikes
3819,3929,3,1,2,0,1,KiKiThatSeven Lol Im not you just cant be sad about things you cant control But when you walk that stage my nigglet Ill be happy
3820,3930,3,0,3,0,1,KiaraSmallzz lmaoo 128514128149I think I want this  YA me tiene cansada but thanks 128536wait hold up  Who u fighting 128563
3821,3931,3,1,2,0,1,KilaurenK u stupid fuk head
3822,3932,3,0,2,1,1,KimW16 and the plastic surgery of a tranny
3823,3933,3,0,3,0,1,KimW16 quit being a baby  hit that patchouli
3824,3934,3,0,2,1,1,KimW16 so shes
3825,3935,3,0,3,0,1,KimberlyyAye Leslieeeixta I think I did my job here Toodles to you  999665039
3826,3936,3,0,3,0,1,KimberlyyAye speaking of little  you didnt even do all your squats you little  kept talking to distract everyone else 128530 128587128064128073128590 icu
